imgAlt,imgName,isMeme
consider this a wake up call for more fun. 🥤#LiveFreeEatSonic,sonicdrivein_0,0
thx eric for showing me how to shadow,sonicdrivein_1,0
@parishilton and @nicolerichie returned to the original @sonicdrivein from The Simple Life! #FallonTonight,sonicdrivein_2,0
its ✨ sonic math ✨ dont question our methods,sonicdrivein_3,0
getting ready for my tot girl walk,sonicdrivein_4,0
i’m seeing SONIC,sonicdrivein_5,1000
dress for the job u want,sonicdrivein_6,1000
but would a float float 🤔,sonicdrivein_7,0
we picked up a few new faces for our Superfan Limo 😍 welcome @sophiniweenie and @seansauce,sonicdrivein_8,0
"living free, having fun",sonicdrivein_9,0
the tot that got away,sonicdrivein_10,1000
no but how do we know what blue tastes like,sonicdrivein_11,0
boss asked me to make something cool...what is cooler than ice asmr?,sonicdrivein_12,0
totstickers...about time,sonicdrivein_13,0
swipe to see where we went wrong,sonicdrivein_14,0
u told us to do stuff so we did stuff,sonicdrivein_15,0
us 🤝 @ayame.p 🤝 smashers #newburger #SONICsmasher #hydraulicpress,sonicdrivein_16,0
…should we?,sonicdrivein_17,0
testing SONIC menu items for next year’s food rolling competition.,sonicdrivein_18,0
someone plz plan a tot themed birthday bc this is what dreams are made of,sonicdrivein_19,0
@gracelynnhewitt is a genius.,sonicdrivein_20,0
"u mess with the groovy fry, you get the groovy guy",sonicdrivein_21,0
did you guys know that you’re allowed to fill your own piñata up with whatever you want?,sonicdrivein_22,0
"did this make u want a blue raspberry slush, be honest",sonicdrivein_23,0
"just relax, and breathe from your toes",sonicdrivein_24,0
crab girl summer,sonicdrivein_25,1000
crab the summer of your dreams haha,sonicdrivein_26,0
*slams laptop shut until monday*,sonicdrivein_27,0
who knew slushes could be so mesmerizing,sonicdrivein_28,0
"@JnR.squad, thank you for finding a way to make a slush even better.",sonicdrivein_29,0
pickle problems require pickle solutions,sonicdrivein_30,0
inaugural Superfan Limo inductees! Tag who deserves a seat 👇,sonicdrivein_31,0
summer road trip essential,sonicdrivein_32,0
should I though??,sonicdrivein_33,0
thank you @citiesbydiana for saying what we’ve all been thinking. more drive-ins is always the answer.,sonicdrivein_34,0
y'all really got me with that one,sonicdrivein_35,0
an all-american vibe,sonicdrivein_36,1000
"come for the content, stayed for the fries",sonicdrivein_37,0
sound off in the comments,sonicdrivein_38,0
nothing hits quite like words of aff from ur boss 😮‍💨,sonicdrivein_39,0
soaking in the ventura vibes this weekend in the cutest way,sonicdrivein_40,0
it’s giving gold medal ????? #xgamesmode,sonicdrivein_41,0
preparing for the weekend like,sonicdrivein_42,1000
we would legit pay for an entire separate streaming service that just ran episodes of this,sonicdrivein_43,0
"top 5 things to drive into, sorry neighbor Carl",sonicdrivein_44,0
ur Sonic interns here with the mocktails of the summer 😎,sonicdrivein_45,0
legend has it Eric still hasn't looked the CIO in the eyes since this happened...,sonicdrivein_46,0
#tatertotcore #core #edits,sonicdrivein_47,0
the ending is still a WIP but it's def a vibe,sonicdrivein_48,0
"made this to show our boss what we've accomplished so far, feel like we're crushing it!!",sonicdrivein_49,0
"helping u fulfill all ur hot girl summer dreams. fanny pack that keeps your snacks warm, bag that holds all the tots u",sonicdrivein_50,0
the R&D lab really went off with this one,sonicdrivein_51,1000
